Date,time,title,segment,pred,neg,pos,neu,Index_Change,Percent_Change,Direction_Change,Open,Highest,Lowest,Closed,AVG,Adjusted_Closed,Volume,Company_Code
4/8/2021,6:42,Hàng chục doanh nghiệp báo lãi nghìn tỷ chỉ sau nửa đầu năm 2021,hàng chục doanh_nghiệp báo lãi nghìn tỷ chỉ sau nửa đầu năm 2021,1,0.00371561,0.9666058,0.02967859,-0.5,-0.44%,-,115.5,116.4,114,114,115.14,101.33,3681600,VIC
3/8/2021,8:00,Các nhà phân tích đánh giá cao các trao đổi của VIB trong buổi công bố KQKD Q2.2021,các nhà_phân_tích đánh_giá cao các trao_đổi của vib trong buổi công_bố kqkd q 2.2021,1,0.01129136,0.714848,0.27386063,7,6.51%,+,109.4,115,109,114.5,113.39,101.78,7293100,VIC
2/8/2021,15:05,VIB: Bổ nhiệm ông Nguyễn Hoàng Hải làm Giám đốc khối Ngân hàng bán lẻ từ 2.8.2021,vib : bổ_nhiệm ông nguyễn_hoàng_hải làm giám_đốc khối ngân_hàng bán_lẻ từ 2.8.2021,2,0.03645762,0.104922846,0.8586195,0.3,0.28%,+,107.5,109.6,106.9,107.5,108.22,95.56,1682400,VIC
9/7/2021,17:07,VIB: Bố bà Trần Thị Thu Hương - Giám đốc đăng ký bán 3.000.000 cp,vib : bố bà trần_thị_thu_hương - giám_đốc đăng_ký bán 3.000.000 cp,0,0.9768091,0.005109415,0.018081497,-2.4,-2.16%,-,110.8,111,107.5,108.6,109.14,96.53,1787900,VIC
8/7/2021,13:29,Dự báo lợi nhuận 9 ngân hàng,dự_báo lợi_nhuận 9 ngân_hàng,2,0.022338243,0.17100325,0.8066585,-3,-2.63%,-,113,113,110.5,111,111.32,98.67,1480900,VIC
7/7/2021,9:25,VIB: Vợ ông Đặng Văn Sơn - Phó CT.HĐQT đã mua 1.735.468 cp,vib : vợ ông đặng_văn_sơn - phó ct.hđqt đã mua 1.735.468 cp,2,0.025393993,0.12893113,0.84567493,2,1.79%,+,112,114,110,114,112.13,101.33,2507000,VIC
6/7/2021,15:25,VIB: Ông Nguyễn Xuân Dũng - Giám đốc khối Khách hàng Doanh nghiệp đăng ký bán 200.000 cp,vib : ông nguyễn_xuân_dũng - giám_đốc khối khách_hàng doanh_nghiệp đăng_ký bán 200.000 cp,2,0.053987633,0.06884029,0.87717205,-3,-2.61%,-,115,116,112,112,114.08,99.56,3394600,VIC
11/6/2021,17:29,VIB: Em rể ông Hàn Ngọc Vũ - TGĐ đăng ký bán 1.073.235 cp,vib : em rể ông hàn_ngọc_vũ - tgđ đăng_ký bán 1.073.235 cp,2,0.47753066,0.034484975,0.4879844,1.5,1.29%,+,117,118,116.3,118,117.12,104.89,1729000,VIC
11/6/2021,17:29,VIB: Chị dâu ông Đặng Văn Sơn - Phó CT.HĐQT đã bán 5.735.468 cp,vib : chị dâu ông đặng_văn_sơn - phó ct.hđqt đã bán 5.735.468 cp,2,0.22744925,0.047055013,0.7254957,1.5,1.29%,+,117,118,116.3,118,117.12,104.89,1729000,VIC
11/6/2021,12:49,Mua sắm online an toàn và hiệu quả với thẻ thanh toán,mua_sắm online an_toàn và hiệu_quả với thẻ_thanh_toán,1,0.001545202,0.9879788,0.010476007,1.5,1.29%,+,117,118,116.3,118,117.12,104.89,1729000,VIC
10/6/2021,17:41,VIB: Ông Tăng Hoàng Quốc Thái - Giám đốc đã mua 5.000 cp,vib : ông tăng_hoàng_quốc_thái - giám_đốc đã mua 5.000 cp,2,0.12210078,0.06880356,0.8090956,-2.3,-1.94%,-,118.5,119.2,116.5,116.5,117.71,103.56,2949000,VIC
9/6/2021,17:48,VIB: Bố vợ ông Hồ Vân Long - Phó TGĐ đã bán 1.376.580 cp,vib : bố vợ ông hồ_vân_long - phó tgđ đã bán 1.376.580 cp,0,0.9827221,0.004390975,0.012886888,-1,-0.83%,-,120,121,117,118.8,119.27,105.6,2013300,VIC
9/6/2021,13:30,Cách mở thẻ tín dụng trực tuyến có ngay hạn mức mua sắm,cách mở thẻ_tín_dụng trực_tuyến có ngay hạn_mức mua_sắm,1,0.005195476,0.97374314,0.02106146,-1,-0.83%,-,120,121,117,118.8,119.27,105.6,2013300,VIC
7/6/2021,14:06,"Uniben đã bán xong 3 triệu cổ phiếu VIB, ước tính thu về hàng trăm tỷ đồng","uniben đã bán xong 3 triệu cổ_phiếu vib , ước_tính thu về hàng trăm tỷ đồng",1,0.012966616,0.73975676,0.24727665,2,1.65%,+,122.8,126.5,122,123,124.13,109.33,3681800,VIC
7/6/2021,13:30,VIB cùng ngành Ngân hàng đóng góp vào Quỹ vắc-xin phòng Covid-19,vib cùng ngành ngân_hàng đóng_góp vào quỹ vắc-xin phòng covid-19,2,0.06490845,0.23748083,0.6976107,2,1.65%,+,122.8,126.5,122,123,124.13,109.33,3681800,VIC
7/6/2021,7:49,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 7/6-11/6","điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền , bằng cổ_phiếu và cổ_phiếu thưởng tuần từ 7/6-11/6",2,0.022592671,0.21435872,0.76304865,2,1.65%,+,122.8,126.5,122,123,124.13,109.33,3681800,VIC
4/6/2021,11:05,"Liên tục 'lướt sóng', vợ Phó Chủ tịch VIB đăng ký mua 2 triệu cổ phiếu sau khi vừa bán ra 8,5 triệu cổ phiếu","liên_tục ' lướt_sóng ' , vợ phó chủ_tịch vib đăng_ký mua 2 triệu cổ_phiếu sau khi vừa bán ra 8,5 triệu cổ_phiếu",1,0.00833282,0.82302123,0.1686459,2.5,2.11%,+,118.5,121,118.5,121,120.09,107.56,3689200,VIC
4/6/2021,9:33,"VIB: 9.6.2021, ngày GDKHQ thực hiện quyền nhận cp thưởng từ nguồn vốn CSH (tỷ lệ 40%)","vib : 9.6.2021 , ngày gdkhq thực_hiện quyền nhận cp thưởng từ nguồn vốn csh ( tỷ_lệ 40% )",2,0.0363602,0.10584828,0.8577915,2.5,2.11%,+,118.5,121,118.5,121,120.09,107.56,3689200,VIC
3/6/2021,17:52,Vợ Phó Chủ tịch VIB đăng ký mua 2 triệu cổ phiếu,vợ phó chủ_tịch vib đăng_ký mua 2 triệu cổ_phiếu,2,0.0246778,0.22074261,0.75457954,1,0.85%,+,118,118.8,117,118.5,117.76,105.33,2611300,VIC
3/6/2021,17:04,VIB: Vợ ông Đặng Văn Sơn - Phó CT.HĐQT đăng ký mua 2.000.000 cp,vib : vợ ông đặng_văn_sơn - phó ct.hđqt đăng_ký mua 2.000.000 cp,2,0.029546324,0.07406914,0.8963846,1,0.85%,+,118,118.8,117,118.5,117.76,105.33,2611300,VIC
3/6/2021,13:30,VIB dẫn đầu xu thế thẻ bằng nỗ lực sáng tạo không ngừng,vib dẫn_đầu xu_thế thẻ bằng nỗ_lực sáng_tạo không ngừng,1,0.005841256,0.9721788,0.021980006,1,0.85%,+,118,118.8,117,118.5,117.76,105.33,2611300,VIC
2/6/2021,14:45,VIB: Vợ ông Hồ Vân Long - Phó TGĐ đã bán 4.503.600 cp,vib : vợ ông hồ_vân_long - phó tgđ đã bán 4.503.600 cp,0,0.9851575,0.004028372,0.01081406,-2.5,-2.08%,-,120.2,121.9,117,117.5,119.83,104.44,3130600,VIC
2/6/2021,13:49,Thanh toán không tiền mặt - giải pháp vượt trội mùa dịch,thanh_toán không tiền_mặt - giải_pháp vượt_trội mùa dịch,1,0.004682215,0.97426265,0.021055073,-2.5,-2.08%,-,120.2,121.9,117,117.5,119.83,104.44,3130600,VIC
12/5/2021,8:40,"Câu lạc bộ lãi nghìn tỷ quý 1 đã gọi tên 22 doanh nghiệp, vị trí quán quân đã đổi chủ","câu_lạc_bộ lãi nghìn tỷ quý 1 đã gọi tên 22 doanh_nghiệp , vị_trí quán_quân đã đổi chủ",1,0.003392354,0.97273254,0.023875102,-1.2,-0.92%,-,130,132,128,129.8,129.13,115.38,1440400,VIC
11/5/2021,9:27,Hai cổ phiếu ngân hàng LPB và VIB đủ điều kiện được cấp margin,hai cổ_phiếu ngân_hàng lpb và vib đủ điều_kiện được cấp margin,2,0.026892086,0.0921076,0.8810003,-1.5,-1.13%,-,132.5,133.4,130.5,131,132.25,116.44,1164200,VIC
10/5/2021,13:30,Thẻ Online Plus 2in1 thúc đẩy đổi mới hệ sinh thái thanh toán,thẻ_online_plus 2in1 thúc_đẩy đổi_mới hệ_sinh_thái thanh_toán,1,0.002387443,0.9911742,0.006438315,0.5,0.38%,+,132,132.5,129.1,132.5,130.95,117.78,1099300,VIC
10/5/2021,10:29,VIB: Chị dâu ông Đặng Văn Sơn - Phó CT.HĐQT đăng ký bán 7.618.468 cp,vib : chị dâu ông đặng_văn_sơn - phó ct.hđqt đăng_ký bán 7.618.468 cp,2,0.07443952,0.04516137,0.8803991,0.5,0.38%,+,132,132.5,129.1,132.5,130.95,117.78,1099300,VIC
7/5/2021,14:38,VIB: Công văn của NHNN v/v chấp thuận tăng vốn điều lệ của VIB,vib : công_văn của nhnn v / v chấp_thuận tăng vốn_điều_lệ của vib,2,0.06411076,0.05728458,0.87860465,-0.5,-0.38%,-,132,132,128.5,132,130.49,117.33,1769100,VIC
6/5/2021,8:01,MV của VIB Online Plus 2in1 càn quét top trending âm nhạc,mv của vib online_plus 2in1 càn_quét top trending âm_nhạc,1,0.00217253,0.9922316,0.005595815,-1.2,-0.90%,-,133.7,134,131,132.5,133,117.78,1064200,VIC
12/4/2021,10:47,VIB: Nghị quyết HĐQT v/v tăng vốn điều lệ từ NVCSH,vib : nghị_quyết hđqt v / v tăng vốn_điều_lệ từ nvcsh,2,0.04257566,0.058941714,0.8984827,7.1,5.68%,+,124.9,132.8,123.4,132,128.74,117.33,4481900,VIC
5/3/2021,15:26,VIB: Vợ ông Hồ Vân Long - Phó TGĐ đã mua 956.400 cp,vib : vợ ông hồ_vân_long - phó tgđ đã mua 956.400 cp,0,0.9806687,0.004909728,0.014421462,-0.6,-0.56%,-,106.9,107.5,105.8,106.3,106.71,94.49,1294800,VIC
3/2/2021,16:16,VIB: Công văn của NHNN v/v chấp thuận thay đổi tên gọi và địa điểm hoạt động của VIB Chi nhánh Quận 5,vib : công_văn của nhnn v / v chấp_thuận thay_đổi tên gọi và địa_điểm hoạt_động của vib chi_nhánh quận 5,2,0.12693277,0.06282661,0.81024057,1.6,1.51%,+,105,108,105,107.5,107.15,95.56,1698900,VIC
3/2/2021,10:06,VIB: Giải trình chênh lệch lợi nhuận sau thuế tại BCTC kiểm toán năm 2020,vib : giải_trình chênh_lệch lợi_nhuận sau thuế tại bctc kiểm_toán năm 2020,2,0.042407773,0.05949306,0.8980991,1.6,1.51%,+,105,108,105,107.5,107.15,95.56,1698900,VIC
3/2/2021,10:06,VIB: Công văn của NHNN về việc chấp thuận thay địa điểm trụ sở chi nhánh của VIB,vib : công_văn của nhnn về việc chấp_thuận thay địa_điểm trụ_sở chi_nhánh của vib,2,0.42169657,0.03478379,0.5435196,1.6,1.51%,+,105,108,105,107.5,107.15,95.56,1698900,VIC
3/2/2021,10:02,VIB: Vợ ông Hồ Vân Long - Phó TGĐ đăng ký mua 1.500.000 cp,vib : vợ ông hồ_vân_long - phó tgđ đăng_ký mua 1.500.000 cp,0,0.9647158,0.007486385,0.02779782,1.6,1.51%,+,105,108,105,107.5,107.15,95.56,1698900,VIC
2/2/2021,9:37,Người nhà sếp VIB và Techcombank giao dịch lượng lớn cổ phiếu,người_nhà sếp vib và techcombank giao_dịch lượng lớn cổ_phiếu,2,0.025196576,0.15825173,0.8165517,6.9,6.97%,+,99,105.9,99,105.9,103.99,94.13,1885000,VIC
1/2/2021,17:07,VIB: Con ông Đỗ Xuân Hoàng - TV.HĐQT đã mua 1.500.000 cp,vib : con ông đỗ_xuân_hoàng - tv.hđqt đã mua 1.500.000 cp,1,0.01785462,0.78740084,0.19474454,-0.4,-0.40%,-,99.4,103,98.8,99,101.15,88,1718300,VIC
1/2/2021,17:07,VIB: Con ông Đỗ Xuân Hoàng - TV.HĐQT đã mua 1.000.000 cp,vib : con ông đỗ_xuân_hoàng - tv.hđqt đã mua 1.000.000 cp,1,0.033326436,0.5041648,0.46250877,-0.4,-0.40%,-,99.4,103,98.8,99,101.15,88,1718300,VIC
4/1/2021,16:37,VIB: Mẹ bà Trần Thị Thu Hương - Giám đốc khối Ngân hàng bán lẻ đã mua 4.000.000 cp,vib : mẹ bà trần_thị_thu_hương - giám_đốc khối ngân_hàng bán_lẻ đã mua 4.000.000 cp,0,0.962319,0.00790472,0.029776275,-0.2,-0.18%,-,108.5,109,106.5,108,108.52,96,991100,VIC
4/1/2021,13:28,VIB: Bố bà Trần Thị Thu Hương - Giám đốc đã mua 1.000.000 cp,vib : bố bà trần_thị_thu_hương - giám_đốc đã mua 1.000.000 cp,0,0.9746106,0.005788343,0.019601109,-0.2,-0.18%,-,108.5,109,106.5,108,108.52,96,991100,VIC
8/12/2020,7:19,VIB: Công văn của NHNN về việc chấp thuận thay địa điểm hoạt động Phòng giao dịch Nguyễn Oanh,vib : công_văn của nhnn về việc chấp_thuận thay địa_điểm hoạt_động phòng giao_dịch nguyễn_oanh,0,0.9862111,0.003675442,0.010113436,-0.8,-0.76%,-,105.8,105.8,104.8,105,105.17,93.33,747280,VIC
1/12/2020,3:52,VIB: Công văn của NHNN v/v chấp thuận thay địa điểm hoạt động Phòng giao dịch Nguyễn Oanh,vib : công_văn của nhnn v / v chấp_thuận thay địa_điểm hoạt_động phòng giao_dịch nguyễn_oanh,0,0.9863848,0.003719651,0.009895586,1.1,1.06%,+,103,105,102.8,105,103.58,93.33,953230,VIC
11/11/2020,11:12,VIB: Vợ ông Hoàng Linh - Giám đốc tài chính đã mua 2.400.000 cp,vib : vợ ông hoàng_linh - giám_đốc tài_chính đã mua 2.400.000 cp,2,0.026548322,0.15873148,0.8147202,0.2,0.19%,+,105.6,106,103,105.8,104.71,94.04,1032780,VIC
11/11/2020,9:45,"VIB: Công văn của NHNN v/v chấp thuận thay đổ tên gọi, địa điểm hoạt động chi nhánh Hòa Phú","vib : công_văn của nhnn v / v chấp_thuận thay đổ tên gọi , địa_điểm hoạt_động chi_nhánh hoà_phú",2,0.041771293,0.05513726,0.9030915,0.2,0.19%,+,105.6,106,103,105.8,104.71,94.04,1032780,VIC
11/11/2020,9:42,VIB: Quyết định của HĐQT về ngày ĐKCC chốt danh sách cổ đông để hưởng quyền nhận cổ phiếu thưởng,vib : quyết_định của hđqt về ngày đkcc chốt danh_sách cổ_đông để hưởng quyền nhận cổ_phiếu thưởng,2,0.03184932,0.08350107,0.88464963,0.2,0.19%,+,105.6,106,103,105.8,104.71,94.04,1032780,VIC
11/11/2020,9:36,VIB: Vợ ông Hồ Vân Long - Phó TGĐ đã mua 2.956.000 cp,vib : vợ ông hồ_vân_long - phó tgđ đã mua 2.956.000 cp,0,0.98086977,0.004880257,0.014249973,0.2,0.19%,+,105.6,106,103,105.8,104.71,94.04,1032780,VIC
9/11/2020,11:25,VIB chốt quyền nhận cổ phiếu thưởng tỷ lệ 20%,vib chốt quyền nhận cổ_phiếu thưởng tỷ_lệ 20%,2,0.022830965,0.17418365,0.8029854,1,0.95%,+,105.1,106.2,104.7,106.1,105.77,94.31,803680,VIC
9/11/2020,8:24,"Đừng quên dành tiền cho tuần mới, có 1,9 tỷ cổ phiếu mới sẽ chào sàn HoSE","đừng quên dành tiền cho tuần mới , có 1,9 tỷ cổ_phiếu mới sẽ chào sàn hose",1,0.004163189,0.9721205,0.023716297,1,0.95%,+,105.1,106.2,104.7,106.1,105.77,94.31,803680,VIC
4/11/2020,14:05,"VIB: 10.11.2020, ngày giao dịch đầu tiên của cp","vib : 10.11.2020 , ngày giao_dịch đầu_tiên của cp",2,0.04006327,0.15672046,0.80321634,-0.9,-0.86%,-,104.3,104.4,103,103.5,103.75,92,495340,VIC
4/11/2020,8:42,40 doanh nghiệp trong CLB lãi nghìn tỷ năm 2020 đạt 155.000 tỷ đồng lợi nhuận sau thuế trong 9 tháng,40 doanh_nghiệp trong clb lãi nghìn tỷ năm 2020 đạt 155.000 tỷ đồng lợi_nhuận sau thuế trong 9 tháng,1,0.003226098,0.9622848,0.034489118,-0.9,-0.86%,-,104.3,104.4,103,103.5,103.75,92,495340,VIC
2/11/2020,21:57,Câu lạc bộ lãi nghìn tỷ năm 2020 đã gọi tên 40 doanh nghiệp,câu_lạc_bộ lãi nghìn tỷ năm 2020 đã gọi tên 40 doanh_nghiệp,1,0.001928377,0.98809624,0.009975417,0,0.00%,0,106.5,107,105,106.5,106.22,94.67,691110,VIC
2/11/2020,18:10,"VIB sẽ lên HoSE từ 10/11, giá tham chiếu 32.300 đồng/cp","vib sẽ lên hose từ 10/11 , giá tham_chiếu 32.300 đồng / cp",2,0.024307953,0.18912175,0.78657025,0,0.00%,0,106.5,107,105,106.5,106.22,94.67,691110,VIC
2/11/2020,14:14,VIB: Quyết định của HĐQT phê duyệt giá tham chiếu cho ngày giao dịch đầu tiên trên HOSE,vib : quyết_định của hđqt phê_duyệt giá tham_chiếu cho ngày giao_dịch đầu_tiên trên hose,2,0.064952195,0.05285388,0.8821939,0,0.00%,0,106.5,107,105,106.5,106.22,94.67,691110,VIC
9/10/2020,22:30,VIB: UBCKNN công bố v/v nhận được tài liệu báo cáo phát hành CP để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của VIB,vib : ubcknn công_bố v / v nhận được tài_liệu báo_cáo phát_hành cp để tăng vốn cổ_phần từ nguồn vốn chủ_sở_hữu của vib,2,0.08397778,0.061493777,0.8545284,1.3,1.41%,+,92.3,93.7,92.3,93.6,93.17,83.2,386580,VIC
9/10/2020,7:56,VIB: Vợ ông Hồ Vân Long - Phó Tổng Giám đốc đăng ký mua 3.200.000 CP,vib : vợ ông hồ_vân_long - phó tổng_giám_đốc đăng_ký mua 3.200.000 cp,0,0.9543836,0.008349079,0.037267335,1.3,1.41%,+,92.3,93.7,92.3,93.6,93.17,83.2,386580,VIC
8/10/2020,17:44,"VIB tăng 85% từ đầu năm, vợ Phó TGĐ VIBank vẫn đăng ký mua 3,2 triệu cổ phiếu","vib tăng 85% từ đầu năm , vợ phó tgđ vibank vẫn đăng_ký mua 3,2 triệu cổ_phiếu",1,0.008702192,0.7650196,0.22627829,-0.2,-0.22%,-,92,92.9,91.5,92.3,92.06,82.04,336990,VIC
7/10/2020,14:22,VIB: Nghị quyết Đại hội đồng cổ đông bất thường lần 4 năm 2020,vib : nghị_quyết đại_hội_đồng cổ_đông bất_thường lần 4 năm 2020,2,0.12033732,0.051982712,0.82768,0.7,0.76%,+,91.5,93.5,91,92.5,91.98,82.22,457520,VIC
7/10/2020,14:22,VIB: Tài liệu họp Đại hội đồng cổ đông,vib : tài_liệu họp đại_hội_đồng cổ_đông,2,0.048359368,0.055006262,0.89663434,0.7,0.76%,+,91.5,93.5,91,92.5,91.98,82.22,457520,VIC
7/10/2020,10:10,VIB chuẩn bị hủy đăng ký giao dịch trên UPCoM để niêm yết trên HoSE,vib chuẩn_bị huỷ đăng_ký giao_dịch trên upcom để niêm_yết trên hose,2,0.227835,0.049710102,0.72245497,0.7,0.76%,+,91.5,93.5,91,92.5,91.98,82.22,457520,VIC
5/10/2020,15:00,Cổ phiếu một ngân hàng tăng hơn 30% chỉ trong vòng 1 tháng,cổ_phiếu một ngân_hàng tăng hơn 30% chỉ trong vòng 1 tháng,1,0.052521594,0.4904991,0.45697927,-0.7,-0.74%,-,94,94,92,93.3,93.27,82.93,90450,VIC
10/9/2020,13:30,VIB: Nguồn nhân lực quyết định sự thành công của Chuyển đổi số,vib : nguồn nhân_lực quyết_định sự thành_công của chuyển_đổi số,2,0.041045804,0.05995546,0.8989988,0,0.00%,0,91,92.5,90.5,90.5,91.19,80.44,549560,VIC
1/9/2020,16:37,HOSE đã nhận hồ sơ đăng ký niêm yết của VIB,hose đã nhận hồ_sơ đăng_ký niêm_yết của vib,2,0.030629544,0.18036865,0.7890018,2.7,3.00%,+,90.2,94,89.9,92.7,91.98,82.4,675310,VIC
1/9/2020,13:57,HOSE: Nhận hồ sơ đăng ký niêm yết lần đầu Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,hose : nhận hồ_sơ đăng_ký niêm_yết lần đầu ngân_hàng thương_mại cổ_phần quốc_tế việt_nam,2,0.040683217,0.08347248,0.8758443,2.7,3.00%,+,90.2,94,89.9,92.7,91.98,82.4,675310,VIC
11/8/2020,10:00,"Chọn đúng thẻ tín dụng, chi tiêu cũng tạo ra thu nhập","chọn đúng thẻ_tín_dụng , chi_tiêu cũng tạo ra thu_nhập",1,0.016198851,0.49305505,0.49074608,-0.7,-0.79%,-,89.2,89.2,87.5,87.5,88.17,77.78,215330,VIC
6/8/2020,7:57,Chọn thẻ tín dụng thế nào để tối ưu lợi ích khi mua sắm trực tuyến?,chọn thẻ_tín_dụng thế_nào để tối_ưu lợi_ích khi mua_sắm trực_tuyến ?,1,0.00713274,0.8715313,0.12133595,0.5,0.57%,+,88,88.2,87.1,87.5,87.89,77.78,332340,VIC
5/8/2020,21:21,VIB: Giải trình biến động LNST Báo cáo tài chính bán niên năm 2020,vib : giải_trình biến_động lnst báo_cáo tài_chính bán niên năm 2020,2,0.052126754,0.04892375,0.89894944,-1,-1.14%,-,88,88.5,84.8,87,87.44,77.33,488500,VIC
5/8/2020,21:21,VIB: Giải trình biến động LNST Báo cáo tài chính bán niên năm 2020 (công ty mẹ),vib : giải_trình biến_động lnst báo_cáo tài_chính bán niên năm 2020 ( công_ty mẹ ),2,0.06206756,0.045870923,0.8920615,-1,-1.14%,-,88,88.5,84.8,87,87.44,77.33,488500,VIC
5/8/2020,11:00,VIB đón đầu làn sóng chuyển đổi số,vib đón_đầu làn_sóng chuyển_đổi số,1,0.025462124,0.5710702,0.40346763,-1,-1.14%,-,88,88.5,84.8,87,87.44,77.33,488500,VIC
8/7/2020,14:39,VIB: Nghị quyết HĐQT v/v Phê duyệt phương án phát hành cổ phiếu để tăng vốn điều lệ,vib : nghị_quyết hđqt v / v phê_duyệt phương_án phát_hành cổ_phiếu để tăng vốn_điều_lệ,2,0.048293747,0.062905475,0.88880074,-0.2,-0.22%,-,90.8,91.5,90.1,90.8,90.86,80.71,587370,VIC
6/7/2020,10:16,VIB: Chấp thuận về việc thay đổi địa điểm PGD Lò Đúc trực thuộc chi nhánh Hai Bà Trưng,vib : chấp_thuận về việc thay_đổi địa_điểm pgd lò_đúc trực_thuộc chi_nhánh hai_bà_trưng,1,0.016831499,0.8679173,0.115251265,1.2,1.33%,+,90.2,91.9,90.2,91.4,90.86,81.24,284020,VIC
3/7/2020,10:25,VIB: Nghị quyết Đại hội đồng cổ đông thường niên năm 2020,vib : nghị_quyết đại_hội_đồng cổ_đông thường_niên năm 2020,2,0.029039957,0.09806678,0.8728933,0.3,0.33%,+,90.9,91,89.9,90.2,90.52,80.18,258320,VIC
3/7/2020,10:11,VIB: Miễn nhiệm ông Michael John Murphy - Thành viên HĐQT từ 30/06/2020,vib : miễn_nhiệm ông michael_john_murphy - thành_viên hđqt từ 30/06/2020,0,0.534119,0.046647806,0.41923317,0.3,0.33%,+,90.9,91,89.9,90.2,90.52,80.18,258320,VIC
1/7/2020,15:13,VIB: Nghị quyết Đại hội đồng cổ đông bất thường lần 3 năm 2020,vib : nghị_quyết đại_hội_đồng cổ_đông bất_thường lần 3 năm 2020,2,0.12382028,0.05003915,0.8261405,2,2.25%,+,90.5,91.5,89,91,90.02,80.89,192060,VIC
11/6/2020,9:34,"VIB sẽ niêm yết trên HoSE trong năm nay, dự kiến lợi nhuận ít nhất 4.500 tỷ đồng","vib sẽ niêm_yết trên hose trong năm nay , dự_kiến lợi_nhuận ít_nhất 4.500 tỷ đồng",1,0.006663323,0.806709,0.18662769,-2.6,-2.72%,-,95.6,96.2,93,93,95.11,82.67,761540,VIC
